b,a,la,lb
<http://bk.sport.owl#ben-amos>,<http://bk.sport.owl#ben-amos>,"Ben Amos"@en,"Ben Amos"@en
<http://bk.sport.owl#ben-amos>,<http://bk.sport.owl#derik-osede>,"Derik Osede"@en,"Ben Amos"@en
<http://bk.sport.owl#ben-amos>,<http://bk.sport.owl#oscar-threlkeld>,"Oscar Threlkeld"@en,"Ben Amos"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion-fc>,"West Bromwich Albion"@en,"Oriol Romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion-fc>,"West Bromwich Albion"@en,"oriol romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion-fc>,"West Bromwich Albion"@en,"Romeu"
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"Southampton"@en,"Oriol Romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"Southampton"@en,"oriol romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"Southampton"@en,"Romeu"
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"Southampton FC"@en,"Oriol Romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"Southampton FC"@en,"oriol romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton>,"Southampton FC"@en,"Romeu"
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion>,"West Bromwich Albion"@en,"Oriol Romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion>,"West Bromwich Albion"@en,"oriol romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#west-bromwich-albion>,"West Bromwich Albion"@en,"Romeu"
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton-fc>,"Southampton"@en,"Oriol Romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton-fc>,"Southampton"@en,"oriol romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#southampton-fc>,"Southampton"@en,"Romeu"
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#real-madrid>,"Real Madrid"@en,"Oriol Romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#real-madrid>,"Real Madrid"@en,"oriol romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#real-madrid>,"Real Madrid"@en,"Romeu"
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#saints>,"Saints"@en,"Oriol Romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#saints>,"Saints"@en,"oriol romeu"@en
<http://bk.sport.owl#oriol-romeu>,<http://bk.sport.owl#saints>,"Saints"@en,"Romeu"
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#ben-amos>,"Ben Amos"@en,"Emerson"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#ben-amos>,"Ben Amos"@en,"emerson"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#derik-osede>,"Derik Osede"@en,"Emerson"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#derik-osede>,"Derik Osede"@en,"emerson"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#oscar-threlkeld>,"Oscar Threlkeld"@en,"Emerson"@en
<http://bk.sport.owl#emerson>,<http://bk.sport.owl#oscar-threlkeld>,"Oscar Threlkeld"@en,"emerson"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#westham>,"West Ham"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#jordan-ayew>,"jordan ayew"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#jordan-ayew>,"Jordan Ayew"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#jordan-ayew>,"Ayew","West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#swansea-city>,"Swansea City"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#gylfi-sigurdsson>,"Gylfi Sigurdsson"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#gylfi-sigurdsson>,"gylfi sigurdsson"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#gylfi-sigurdsson>,"Sigurdsson","West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#sam-byram>,"Sam Byram"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#cheikhou-kouyate>,"cheikhou kouyate"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#lukasz-fabianski>,"lukasz fabianski"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#lukasz-fabianski>,"Lukasz Fabianski"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#lukasz-fabianski>,"Fabianski","West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#andre-ayew>,"andre ayew"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#west-bromwich-albion>,"West Bromwich Albion"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#robert-snodgrass>,"robert snodgrass"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#robert-snodgrass>,"Robert Snodgrass"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#manchester-united>,"Manchester United"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#manuel-lanzini>,"manuel lanzini"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#manuel-lanzini>,"Manuel Lanzini"@en,"West Ham"@en
<http://bk.sport.owl#westham>,<http://bk.sport.owl#manuel-lanzini>,"Lanzini","West Ham"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#westham>,"West Ham"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#jordan-ayew>,"jordan ayew"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#jordan-ayew>,"Jordan Ayew"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#jordan-ayew>,"Ayew","Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#swansea-city>,"Swansea City"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#gylfi-sigurdsson>,"Gylfi Sigurdsson"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#gylfi-sigurdsson>,"gylfi sigurdsson"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#gylfi-sigurdsson>,"Sigurdsson","Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#sam-byram>,"Sam Byram"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#cheikhou-kouyate>,"cheikhou kouyate"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#lukasz-fabianski>,"lukasz fabianski"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#lukasz-fabianski>,"Lukasz Fabianski"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#lukasz-fabianski>,"Fabianski","Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#andre-ayew>,"andre ayew"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#robert-snodgrass>,"robert snodgrass"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#robert-snodgrass>,"Robert Snodgrass"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#manuel-lanzini>,"manuel lanzini"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#manuel-lanzini>,"Manuel Lanzini"@en,"Swansea City"@en
<http://bk.sport.owl#swansea-city>,<http://bk.sport.owl#manuel-lanzini>,"Lanzini","Swansea City"@en
<http://bk.sport.owl#bolton>,<http://bk.sport.owl#ben-amos>,"Ben Amos"@en,"PortoBolton"@en
<http://bk.sport.owl#bolton>,<http://bk.sport.owl#derik-osede>,"Derik Osede"@en,"PortoBolton"@en
<http://bk.sport.owl#bolton>,<http://bk.sport.owl#oscar-threlkeld>,"Oscar Threlkeld"@en,"PortoBolton"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#jonathan-ikone>,"jonathan ikone"@en,"valentin vada"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#jonathan>,"Jonathan"@en,"valentin vada"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#yannick-cahuzac>,"yannick cahuzac"@en,"valentin vada"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#yannick-cahuzac>,"Yannick Cahuzac"@en,"valentin vada"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#yannick-cahuzac>,"Cahuzac","valentin vada"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#montpellier>,"Montpellier"@en,"valentin vada"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#stephane-sessegnon>,"Stephane Sessegnon"@en,"valentin vada"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#montpellier-fc>,"Montpellier"@en,"valentin vada"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#enzo-crivelli>,"Enzo Crivelli"@en,"valentin vada"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#enzo-crivelli>,"enzo crivelli"@en,"valentin vada"@en
<http://bk.sport.owl#valentin-vada>,<http://bk.sport.owl#enzo-crivelli>,"Crivelli","valentin vada"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"Marco Reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"marco reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund>,"Dortmund"@en,"Reus"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"Marco Reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"marco reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Stefan Bell"@en,"Reus"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"Marco Reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"marco reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"stefan bell"@en,"Reus"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Bell","Marco Reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Bell","marco reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#stefan-bell>,"Bell","Reus"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"Marco Reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"marco reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#dortmund-fc>,"Dortmund"@en,"Reus"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"Marco Reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"marco reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"levin oztunali"@en,"Reus"
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"oztunali","Marco Reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"oztunali","marco reus"@en
<http://bk.sport.owl#marco-reus>,<http://bk.sport.owl#levin-oztunali>,"oztunali","Reus"
<http://bk.sport.owl#as-roma>,<http://bk.sport.owl#juventus>,"Juventus FC"@en,"AS Roma"@en
<http://bk.sport.owl#as-roma>,<http://bk.sport.owl#juventus>,"Juventus"@en,"AS Roma"@en
<http://bk.sport.owl#gil>,<http://bk.sport.owl#malaga>,"Malaga"@en,"Gil"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian"@en,"liam craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian"@en,"Liam Craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian FC"@en,"liam craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian FC"@en,"Liam Craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#paul-mcgowan>,"Paul McGowan"@en,"liam craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#paul-mcgowan>,"Paul McGowan"@en,"Liam Craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#paul-mcgowan>,"paul mcgowan"@en,"liam craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#paul-mcgowan>,"paul mcgowan"@en,"Liam Craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#scott-bain>,"scott bain"@en,"liam craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#scott-bain>,"scott bain"@en,"Liam Craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#scott-bain>,"Scott Bain"@en,"liam craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#scott-bain>,"Scott Bain"@en,"Liam Craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#arnaud-djoum>,"arnaud djoum"@en,"liam craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#arnaud-djoum>,"arnaud djoum"@en,"Liam Craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#arnaud-djoum>,"Arnaud Djoum"@en,"liam craig"@en
<http://bk.sport.owl#liam-craig>,<http://bk.sport.owl#arnaud-djoum>,"Arnaud Djoum"@en,"Liam Craig"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#jonathan-ikone>,"jonathan ikone"@en,"Benoit Assou-Ekotto"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#jonathan>,"Jonathan"@en,"Benoit Assou-Ekotto"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#yannick-cahuzac>,"yannick cahuzac"@en,"Benoit Assou-Ekotto"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#yannick-cahuzac>,"Yannick Cahuzac"@en,"Benoit Assou-Ekotto"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#yannick-cahuzac>,"Cahuzac","Benoit Assou-Ekotto"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#montpellier>,"Montpellier"@en,"Benoit Assou-Ekotto"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#stephane-sessegnon>,"Stephane Sessegnon"@en,"Benoit Assou-Ekotto"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#montpellier-fc>,"Montpellier"@en,"Benoit Assou-Ekotto"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#enzo-crivelli>,"Enzo Crivelli"@en,"Benoit Assou-Ekotto"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#enzo-crivelli>,"enzo crivelli"@en,"Benoit Assou-Ekotto"@en
<http://bk.sport.owl#benoit-assou-ekotto>,<http://bk.sport.owl#enzo-crivelli>,"Crivelli","Benoit Assou-Ekotto"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#as-roma>,"AS Roma"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#atletico-madrid>,"Atletico Madrid"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#napoli>,"Napoli fc"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#filipe-luis>,"filipe luis"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#filipe-luis>,"Filipe Luis"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#juventus>,"Juventus FC"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#juventus>,"Juventus"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#dani-alves>,"Dani Alves"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#dani-alves>,"dani alves"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#dani-alves>,"Alves","Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#river-plate>,"River Plate"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#amsterdamsche-football-club-ajax>,"Amsterdamsche Football Club Ajax"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#la-liga>,"La Liga"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#real-sociedad>,"Real Sociedad"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#giorgio-chiellini>,"giorgio chiellini"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#giorgio-chiellini>,"Giorgio Chiellini"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#giorgio-chiellini>,"Chiellini","Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#barcelona>,"Barcelona"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#real-madrid>,"Real Madrid"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#liverpool>,"Liverpool FC"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#liverpool>,"Liverpool"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#luis-suarez>,"Luis Suarez"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid>,<http://bk.sport.owl#luis-suarez>,"luis suarez"@en,"Atletico Madrid"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#sunderland-fc>,"Sunderland"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#everton-fc>,"Everton"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#leicester-city-fc>,"Leicester City"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#everton>,"Everton FC"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#everton>,"Everton"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#manchester-united-fc>,"Manchester United"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#david-moyes>,"David Moyes"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#manchester-united>,"Manchester United"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#jordan-pickford>,"jordan pickford"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#jordan-pickford>,"Jordan Pickford"@en,"Sunderland"@en
<http://bk.sport.owl#sunderland-fc>,<http://bk.sport.owl#chelsea-fc>,"Chelsea"@en,"Sunderland"@en
<http://bk.sport.owl#patrick>,<http://bk.sport.owl#crystal-palace>,"Crystal Palace"@en,"patrick"@en
<http://bk.sport.owl#patrick>,<http://bk.sport.owl#crystal-palace>,"Crystal Palace"@en,"Patrick"@en
<http://bk.sport.owl#patrick>,<http://bk.sport.owl#crystal-palace-fc>,"Crystal Palace"@en,"patrick"@en
<http://bk.sport.owl#patrick>,<http://bk.sport.owl#crystal-palace-fc>,"Crystal Palace"@en,"Patrick"@en
<http://bk.sport.owl#tottenham-hotspur>,<http://bk.sport.owl#crystal-palace>,"Crystal Palace"@en,"Tottenham Hotspur"@en
<http://bk.sport.owl#tottenham-hotspur>,<http://bk.sport.owl#watford-fc>,"Watford"@en,"Tottenham Hotspur"@en
<http://bk.sport.owl#tottenham-hotspur>,<http://bk.sport.owl#watford>,"Watford FC"@en,"Tottenham Hotspur"@en
<http://bk.sport.owl#tottenham-hotspur>,<http://bk.sport.owl#watford>,"Watford"@en,"Tottenham Hotspur"@en
<http://bk.sport.owl#tottenham-hotspur>,<http://bk.sport.owl#manchester-united>,"Manchester United"@en,"Tottenham Hotspur"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#sunderland-fc>,"Sunderland"@en,"Everton"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#everton-fc>,"Everton"@en,"Everton"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#everton>,"Everton FC"@en,"Everton"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#everton>,"Everton"@en,"Everton"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#paris-saint-germain-fc>,"Paris Saint-Germain"@en,"Everton"@en
<http://bk.sport.owl#everton-fc>,<http://bk.sport.owl#chelsea-fc>,"Chelsea"@en,"Everton"@en
<http://bk.sport.owl#atletico-madrid-fc>,<http://bk.sport.owl#real-sociedad>,"Real Sociedad"@en,"Atletico Madrid"@en
<http://bk.sport.owl#atletico-madrid-fc>,<http://bk.sport.owl#real-sociedad-fc>,"Real Sociedad"@en,"Atletico Madrid"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#jonathan-ikone>,"jonathan ikone"@en,"gaetan laborde"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#jonathan>,"Jonathan"@en,"gaetan laborde"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#yannick-cahuzac>,"yannick cahuzac"@en,"gaetan laborde"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#yannick-cahuzac>,"Yannick Cahuzac"@en,"gaetan laborde"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#yannick-cahuzac>,"Cahuzac","gaetan laborde"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#montpellier>,"Montpellier"@en,"gaetan laborde"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#stephane-sessegnon>,"Stephane Sessegnon"@en,"gaetan laborde"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#montpellier-fc>,"Montpellier"@en,"gaetan laborde"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#enzo-crivelli>,"Enzo Crivelli"@en,"gaetan laborde"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#enzo-crivelli>,"enzo crivelli"@en,"gaetan laborde"@en
<http://bk.sport.owl#gaetan-laborde>,<http://bk.sport.owl#enzo-crivelli>,"Crivelli","gaetan laborde"@en
<http://bk.sport.owl#west-bromwich-albion-fc>,<http://bk.sport.owl#bournemouth-fc>,"Bournemouth"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#west-bromwich-albion-fc>,<http://bk.sport.owl#west-bromwich-albion-fc>,"West Bromwich Albion"@en,"West Bromwich Albion"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#hartlepool-united-fc>,"Hartlepool United"@en,"Crystal Palace"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#stoke-city>,"Stoke City"@en,"Crystal Palace"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#stoke-city-fc>,"Stoke City"@en,"Crystal Palace"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#hartlepool-united>,"Hartlepool United"@en,"Crystal Palace"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#middlesbrough>,"Middlesbrough"@en,"Crystal Palace"@en
<http://bk.sport.owl#crystal-palace>,<http://bk.sport.owl#middlesbrough-fc>,"Middlesbrough"@en,"Crystal Palace"@en
<http://bk.sport.owl#leicester-city-fc>,<http://bk.sport.owl#sunderland-fc>,"Sunderland"@en,"Leicester City"@en
<http://bk.sport.owl#leicester-city-fc>,<http://bk.sport.owl#everton-fc>,"Everton"@en,"Leicester City"@en
<http://bk.sport.owl#leicester-city-fc>,<http://bk.sport.owl#everton>,"Everton FC"@en,"Leicester City"@en
<http://bk.sport.owl#leicester-city-fc>,<http://bk.sport.owl#everton>,"Everton"@en,"Leicester City"@en
<http://bk.sport.owl#barcelona-fc>,<http://bk.sport.owl#atletico-madrid-fc>,"Atletico Madrid"@en,"Barcelona"@en
<http://bk.sport.owl#barcelona-fc>,<http://bk.sport.owl#manchester-united-fc>,"Manchester United"@en,"Barcelona"@en
<http://bk.sport.owl#barcelona-fc>,<http://bk.sport.owl#malaga-fc>,"Malaga"@en,"Barcelona"@en
<http://bk.sport.owl#barcelona-fc>,<http://bk.sport.owl#manchester-united>,"Manchester United"@en,"Barcelona"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian"@en,"steven maclean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian"@en,"Steven MacLean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian FC"@en,"steven maclean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#heart-of-midlothian>,"Heart of Midlothian FC"@en,"Steven MacLean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#paul-mcgowan>,"Paul McGowan"@en,"steven maclean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#paul-mcgowan>,"Paul McGowan"@en,"Steven MacLean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#paul-mcgowan>,"paul mcgowan"@en,"steven maclean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#paul-mcgowan>,"paul mcgowan"@en,"Steven MacLean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#scott-bain>,"scott bain"@en,"steven maclean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#scott-bain>,"scott bain"@en,"Steven MacLean"@en
<http://bk.sport.owl#steven-maclean>,<http://bk.sport.owl#scott-bain>,"Scott Bain"@en,"steven maclean"@en
